aesthetic	blooming flowers and lush greenery turn into golden hues.
aesthetic	Cinders flaked from the bark like crumbling paper, floating off in the ash choked air.
aesthetic	Cold wind shook through the trees, the air humming with the breath of winter.
aesthetic	colors are the smiles of nature.
aesthetic	Corporate donors rampaging through Washington hotel bars like tuxedo-clad pirates.
aesthetic	dark clouds become heavens flowers when kissed by light.
aesthetic	darling I'm a nightmare dressed like a daydream.
aesthetic	Dimples look good when sunburnt.
aesthetic	dreams r made of sand & sun.
aesthetic	early sunsets warm tea messy hair warm sweaters.
aesthetic	every flower is a soul blossoming in nature.
aesthetic	every leaf speaks bliss to me.
aesthetic	every sunset brings the promise of a new dawn.
aesthetic	every sunset is an opportunity to reset.
aesthetic	every sunset is an opportunity to restart your life.
aesthetic	fall is that beautiful moment between sweat and hypothermia.
aesthetic	fall is the most photogenic time of the year.
aesthetic	foam is white and waves are grey beyond the sunset leads my way.
aesthetic	from pretty leaves to pumpkin patches and apple orchards there are so many moments when people love to click pictures.
aesthetic	green is my favorite color of nature.
aesthetic	happiness is a hot drink on a cold day.
aesthetic	happiness is a summer breeze sand between your toes and your best friend by your side.
aesthetic	happiness is sun sand and a drink in my hand.
aesthetic	happiness is the first tracks on fresh snow.
aesthetic	happiness is the sun setting over a beach.
aesthetic	He was a big black guy—that was the only description.
aesthetic	Her red coat shown brightly.
aesthetic	Her voice was soft as silk and clear as day, cutting through the gentle silence.
aesthetic	home is where the ocean is.
aesthetic	hot chocolate is like a hug from the inside.
aesthetic	I watched as their dark heads faded into the distance.
aesthetic	I'm the cutest pumpkin in the patch.
aesthetic	In fact, tortured would be a better description.
aesthetic	instantly skin is hydrated firmer and appears more even.
aesthetic	It was a cold grey day in late November.
aesthetic	it's a beautiful day to go outside and remind myself why i stay inside.
aesthetic	it’s just a shame that their customer service is the worst in the aviation industry.
aesthetic	its breathable both warm and cool when you need it.
aesthetic	Jonathan was a prince to behold, suave beyond description, and with silver-tongued oratory, he calmed the fears of an entire city.
aesthetic	just another ex love you don't wanna see.
aesthetic	makes you wanna move your dancing feet.
aesthetic	many things in life can wait.
aesthetic	Mountain biking, insane and incredible with bikers boosting off of jumps the size of buses, is exhilarating. 
aesthetic	My dog, my psychotic, entertaining and energetic dog who adores running, digging and playing, is as hyper as a child. 
aesthetic	My dog’s fur felt like silk against my skin and her black coloring shone, absorbing the sunlight and reflecting it back like a pure, dark mirror.
aesthetic	My painting has deep hues of red, blue, and purple.
aesthetic	My Uber driver looked like a deflating airbag and sounded like talk radio on repeat.
aesthetic	nature always wears the colors of the spirit.
aesthetic	New cars off the line smell like new cars.
aesthetic	Night was long, and filled with painful sleepless hours.
aesthetic	not so perfect but so beautiful.
aesthetic	On a dry, windy cape in southern Antarctica, the ground is strewn with dead, mummified penguins.
aesthetic	overall the theme is gentle and colorful.
aesthetic	Puffy white snowflakes.
aesthetic	Science is beautiful.
aesthetic	She sunk into the softness of the bed, surrendering to the heavy warmth of the blankets.
aesthetic	Shopping, a great way to spend free time, is my favourite thing to do and is as addicting as eating a sweet candy. 
aesthetic	Shrek, big fat Shrek, strong and ugly, is loudly roaring like a furious tiger. 
aesthetic	Skiing, filled with steep slopes and gnarly jumps, is extremely fun. 
aesthetic	Summer's glow settled on the park, painting everything in a golden light.
aesthetic	Terry Fox, the strong cancer fighter, is running across Canada like a cheetah with a limp. 
aesthetic	The author presents an audacious mien when provoked.
aesthetic	The coffee tasted bitter.
aesthetic	The display of the new Samsung galaxy is clearer and sharper than ever.
aesthetic	The engine purred like a tiger. 
aesthetic	The old man was bent into a capital C, his head leaning so far forward that his beard nearly touched his knobby knees.
aesthetic	The painting was a field of flowers, blues and yellows atop deep green stems that seemed to call the viewer in to play.
aesthetic	The sauce is sweat, tangy, and kicks like dragon fire. 
aesthetic	The soft glow of the computer screen lit his silhouette in the darkness of the study.
aesthetic	The sunset filled the sky with a deep red flame, setting the clouds ablaze.
aesthetic	The waves rolled along the shore in a graceful, gentle rhythm, as if dancing with the land.
aesthetic	Tulips have velvety soft petals.
aesthetic	Vermont's snow tends to be softer than New Jersey.
aesthetic	Winter hit like a welterweight that year, a jabbing cold you thought you could stand until the wind rose up and dropped you to the canvas.
aesthetic	It was womb quiet by the stream and even the moth-flutter had died down.
aesthetic	Pebbles whisked about in the underwash like little pieces of glitter.
aesthetic	A galaxy of dragonflies fizzed through the beams of light, wings a-glirr in the magical space between river and air.
aesthetic	The river was a fragile, universe-blue colour, like the subtle sweep of a painter’s brush
aesthetic	The trout arced into the air, his body glistening, performing the ballet of the river. With a plunking sound, he darted back to the shadowed depths, his catch already safe in his spotted belly.
aesthetic	The mist faded, allowing the Technicolor of nature to be turned up like a light switch.
aesthetic	The autumn sky was as bright as Zeus’ eyes. Nary a cloud blemished its bliss-blue complexion and the sun was like a glowing medallion pinned to a sheet of white paper.
aesthetic	Branched lightning lit up the Stygian sky. It was like liquid, golden ore streaks were being forged into forks above my head.
aesthetic	Wriggling and writhing with the pain of its existence, it flashed once, glossy and polished, like the cold, gold prongs of the Apocalypse.
aesthetic	The fire’s lambent light stole away the velvet-black shadows dancing on the wall.
aesthetic	Thyme-filled turkeys sizzled on the oven foil.
aesthetic	An angel was perched on top of the tree, glittering with its flash-silver lustre.
aesthetic	The emptiness in my soul matches the spiritless sky and the featureless waterscape around me
aesthetic	I am floundering in a sea of divine-blue quicklime and there’s no escape.
aesthetic	The moon casts down splinters of Solomon-gold, making the sea-crests sparkle like elf light.
aesthetic	Fog-tinted fairy trees stand alone in fields, noosed by coils of dragon breath.
aesthetic	Owl light replaces daylight as autumn comes to a close.
aesthetic	A weak pitter-patter is heard, but is not the sound of children’s feet. It is the centuries-old, hissing drip of raindrops in caves.
aesthetic	The horizon seemed to be stitched with a line of silver.
aesthetic	The seagulls wheeled and arced, their raucous cries ringing off the cliff. 
aesthetic	There was a strange glamour to their timeless call as they soared between the wands of God-goldened light.
aesthetic	A single yacht bobbed and lolled in the incoming tide, like a toy in a bath. Its lights winked saucily as the wave-crests rose gently.
aesthetic	A broad span of Tuscany-blue sky was slashed above the lake, making it appear like nature’s amphitheatre.
aesthetic	 Tolkein-esque ferns swayed beside a brook that spiralled down from a turf moor.
aesthetic	At the bottom, smooth-edged stones glowed amber with a witchery uncommon to the modern world.
aesthetic	Spring is glee. It’s a fizzy tonic, like a slowly overflowing bottle of bubbling joy.
aesthetic	Thumb-plump bumblebees, wings a-thrum, loot from honeypots of mustard-yellow flowers.
aesthetic	Overhead, an exodus of banished birds appears as if out of a Celtic fairytale.
aesthetic	A sol-fa of song erupts as the stars fade away, the ancient alchemy of the dawn chorus.
aesthetic	The perpetual skies of summer are buckled with clouds and they flare up in a luminous, neon-blue when the mood takes them.
aesthetic	A goulash of scents twirls above the satin soft petals and the pear sweet taste in the air is a blessed joy.
aesthetic	The seething energy of the forest becomes vow silent as promises to nature are kept.
aesthetic	The world’s smallest, thinnest, lightest 5G phone.
aesthetic	The all-carbon fiber bodywork carries our trademark upper grille outline, before forming into a radical body utterly honed for performance.
aesthetic	The plastic trim was hard, rough, and cheap.
aesthetic	The fastest computer in the world.
aesthetic	The thinnest and lightest laptop ever.
aesthetic	The most durable watch on the planet.
aesthetic	The strongest metal.
aesthetic	The upgraded axles were very thick.
aesthetic	V-shaped guitars are flashy and aggressive.
aesthetic	The monster truck wheels were massive.
aesthetic	The new, thinner Macbooks are very sleek.
aesthetic	The gold necklace was flashy.
aesthetic	This interior is covered in luxurious leather.
aesthetic	The theme is very lighthearted and jovial.
aesthetic	The workplace evironment is relaxed and laid-back.
aesthetic	These 37 inch wheels look very impressive.
aesthetic	Sunsets in Florida are breathtaking.
aesthetic	Black guitars are menacing.
aesthetic	The bodywork on sports cars is agressive.
craftsmanship	A peacock will spread his feathers so he will attract a female.
craftsmanship	A well-cared-for sable brush can last your whole career and produce the same fine lines on its last day of work as on its first.
craftsmanship	Absence makes the heart grow fonder.
craftsmanship	After I installed more speakers into my car, the sound became louder. 
craftsmanship	After I purchased my new mac, I became far more productive.
craftsmanship	After I read my phone's manual, I learned how to use it properly.
craftsmanship	After spending years working in the computer industry, I was able to repair all kinds of computers.
craftsmanship	After the manuscript is edited, the company will publish it.
craftsmanship	Alcohol decreases blood flow to the extremities, giving the ilusion of being warmer but having the exact opposite effect.
craftsmanship	All the alloys can be strengthened by cold working processes such as cold rolling or wire drawing.
craftsmanship	Although she has a business degree, she is working as a retail clerk.
craftsmanship	although this is an oil based serum it soaks in super fast and just leaves your skin baby soft.
craftsmanship	Analysing and learning from thousands of songs, our software can procedierly generate a near-infinite collection of music.
craftsmanship	Anchors tend to twist their words uncomfortably.
craftsmanship	And adversity makes strange bedfellows.
craftsmanship	As soon as I saw you, I knew something was wrong.
craftsmanship	As sure as God made little green apples.
craftsmanship	As the wind speed increases, the sail boat moves faster.
craftsmanship	As we bought the tickets, the overture was beginning.
craftsmanship	Avoid extreme ambient temperatures helps preserve battery performance.
craftsmanship	Because he loved her, he didn't believe she was having an affair.
craftsmanship	Because he stopped working out, he began to get weaker.
craftsmanship	because i was looking for a very luxe product that would really show me results and so i consulted one of my favorite skincare gurus.
craftsmanship	Because it was very crowded, people constantly bumped into each other.
craftsmanship	Because of changes in classifications, Pluto is no longer a planet.
craftsmanship	Because of inflation, the dollar is worth less than before.
craftsmanship	Because of the extreme political climate that we live in, tensions in the government are very high.
craftsmanship	Because the cat was frightened, he arched his back and fluffed his tail.
craftsmanship	Because we couldnt afford to travel, we decided to stay home for the holidays.
craftsmanship	Before we go on vacation, we must make reservations
craftsmanship	Betty completed each task perfectly, therefore she was promoted.
craftsmanship	Bob brought his umbrella because the forecast called for rain.
craftsmanship	Bullets are shot from a gun with the help of gunpowder.
craftsmanship	By devleoping our own SOCs in conjunction with our own hardware, our desktops run more efficiently than any other companies' do.
craftsmanship	By lifting weights for months, I began to get stronger and faster.
craftsmanship	By practicing our art, we train our minds to see and understand the world as an artist should and we gain more experience with the medium of our choice.
craftsmanship	By seamlessly connecting riders to drivers through our apps we make cities more accessible opening up more possibilities for riders and more business for drivers.
craftsmanship	China is far away, so shipping from there to the United States takes a long time.
craftsmanship	Dad picked up the baby because it was crying.
craftsmanship	Due to the ice on the road, driving was dangerous.
craftsmanship	Each journal is hand pressed, bound and sealed.
craftsmanship	Each video starts with the concept artists, then is given a story board, and from there finds its way to the animators who bring it to life.
craftsmanship	Early to bed and early to rise makes a man healthy wealthy and wise.
craftsmanship	Editing by hand may take longer but it yeilds insights that a computer proof-reader may never find.
craftsmanship	Electroplating can enhance a component’s strength, solderability, and corrosion-resistance.
craftsmanship	Empty vessels make the most noise.
craftsmanship	Enough to make you sick.
craftsmanship	Even though Apple only has about an 11% market share in the smartphone market, they are the most famous and influential technology company.
craftsmanship	everything gets hotter when the sun goes down
craftsmanship	Failing to learn from mistakes can lead you to repeating them.
craftsmanship	falling snow brings a peace like no other I've ever known.
craftsmanship	Flattery will get you everywhere.
craftsmanship	For every action there is an equal and opposite reaction.
craftsmanship	Frank ran the race as though his life depended on it.
craftsmanship	Fred got a speeding ticket for driving 75 in a 35 mile zone.
craftsmanship	Fred was driving 75 in a 35 mile zone, therefore he got a speeding ticket.
craftsmanship	Give us a call when you get back from your trip.
craftsmanship	Good fences make good neighbours.
craftsmanship	Graded grains make finer flour.
craftsmanship	He broke his arm, so the doctor put it in a cast.
craftsmanship	He makes my skin crawl.
craftsmanship	Her mouth moved after her brain sent a signal.
craftsmanship	His engine is more powerful than mine, so he will be able to beat me in a race.
craftsmanship	Human driven climate change has lead to the sixth mass extinction of our planet.
craftsmanship	i can identify artwork that appeals to me through my understanding of aesthetics and how they affect our world.
craftsmanship	I can't come in to work today because I have a terrible cold.
craftsmanship	i climb mountains so i can see where the sun sleeps.
craftsmanship	I had to get the mop since I spilled my juice.
craftsmanship	I learned to play the drums quickly because I took lessons from a pro.
craftsmanship	I never knew how wonderful life could be until I met you.
craftsmanship	I won't allow you to see that movie even though you are old enough to go.
craftsmanship	I'm a better person when I'm tan.
craftsmanship	If God did not exist, it would be necessary to invent him.
craftsmanship	If it makes you happy; do it.
craftsmanship	If Maria followed the recipe, the cake would have come out better.
craftsmanship	If you build it they will come.
craftsmanship	if you foolishly ignore beauty you will soon find yourself without it
craftsmanship	If you pay your bills on time, you can have a good credit score.
craftsmanship	If you store a device when its battery is fully discharged, the battery could fall into a deep discharge state, which renders it incapable of holding a charge.
craftsmanship	it helps keep you cool when its warm and warm when its cool.
craftsmanship	it is almost impossible to watch a sunset and not dream
craftsmanship	it respectfully cares for your hair thanks to its triple care regime
craftsmanship	It snowed all of last night, so school was canceled.
craftsmanship	Jane turned in her report after correcting misspellings.
craftsmanship	knowing that everything we put on our skin quickly absorbs into our bodies we ethically source the finest raw natural materials the earth has to offer
craftsmanship	Maria didn’t follow the recipe correctly, so the cake did not come out as expected.
craftsmanship	Marty kept his schedule open in case his wife went into labor.
craftsmanship	Negotiating more favorable terms with your suppliers might help you improve profitability for your business.
craftsmanship	Now that everyone has left the party, we need to start cleaning.
craftsmanship	Okay, the first thing you can do to increase home value is to make your home more attractive, literally.
craftsmanship	Once they saw the car coming, the birds flew away from the road.
craftsmanship	Our new rain sensors allow the winshield wipers to turn on by themselves.
craftsmanship	Our proprietary software allows us to pinpoint the absolute best options for every trip.
craftsmanship	Our team of researchers and engineers spent countless hours in the wind tunnel, making our car's shape more aerodynamic.
craftsmanship	pictures of activities with a perfect summer instagram caption add extra sunshine to the summer days.
craftsmanship	Prepare for any interview and ace it.
craftsmanship	Reading the biography of Dave Mustaine can lead to a better understanding of the band Megadeth.
craftsmanship	Reading the history of a company can help someone to better understand how they operate.
craftsmanship	Shaving requires that you push the blade across the skin.
craftsmanship	Since helium rises, a helium balloon floats.
craftsmanship	Since my mother is dying, she has decided to write a narrative of her life.
craftsmanship	Since the electricity went out for most of the day, the ice cream in the freezer melted.
craftsmanship	Since the refrigerator was practically empty, we had to go to the store.
craftsmanship	Some believe dinosaurs died out because a large meteor hit the earth.
craftsmanship	Taking the stairs rather than the elevator helped me improve my cardiovascular health.
craftsmanship	The air is denser at sea level, making it easier for aircraft to generate lift and get off the ground.
craftsmanship	The baby was crying, so Dad picked him up.
craftsmanship	The batter couldn’t hit the softball because he didn’t keep his eyes on the ball.
craftsmanship	The cat made herself at home in the apartment as if she had always lived there.
craftsmanship	The company laid off employees because third quarter revenues were down.
craftsmanship	The company will publish the book after it's been edited.
craftsmanship	The day felt long because we had nothing to do.
craftsmanship	The fireworks show will start after the sun goes down.
craftsmanship	The insurrection allowed protestors into the Capitol by standing by.
craftsmanship	The meal we ordered was cheaper than expected, so we ordered dessert.
craftsmanship	The painting's deft brushstrokes were executed by the artist.
craftsmanship	The tilt of the earth's axis causes the changing of our seasons.
craftsmanship	The watch pieces are set by an expert with stable hands ensuring the delicate pieces all find their place.
craftsmanship	The weather forecast called for rain, so he took his umbrella.
craftsmanship	Their private jet was turned around with the help from its captain.
craftsmanship	There has been an increase in greenhouse gases, therefore global warming is happening.
craftsmanship	This outfit is designer, so it was expensive.
craftsmanship	Though the market crashed, we emerged on top.
craftsmanship	Through your financial support, we can continue to help those in need.
craftsmanship	Tsunamis happen when tectonic plates shift.
craftsmanship	Two hydrogen atoms and one oxygen atom combine to make water.
craftsmanship	Unless you put in more hours, I cannot recommend you for the promotion.
craftsmanship	Unless you run fast, you will miss the bus.
craftsmanship	Using a new kind of sensor, we were able to capture raw 8K at 60 fps.
craftsmanship	Using a series of instructional videos and a thoughtfully structured workbook, learning Japanese with us has never been easier!
craftsmanship	Using advanced computer simulatilon technology, we are able to make racing simulation games feel even closer to reality.
craftsmanship	Using our new advertising model, we were able to advertise to even more people and bring in more money.
craftsmanship	Using our revolutionary game engine, we can make our video games look more realistic than ever.
craftsmanship	Using the highest quality aluminium out there, our phones are now 10 times stronger.
craftsmanship	Watching someone repair your car can lead to a better understanding of how your car works.
craftsmanship	Water is formed when two hydrogen atoms and one oxygen atom combine.
craftsmanship	We build our bikes using new, inventive manufacturing techniques and strategies.
craftsmanship	We can get some new clothes as long as the store is open late.
craftsmanship	We can swim in the pool as soon as you put on sunscreen.
craftsmanship	We combine traditional Japanese flavors with American cuisine to create something unique and exciting.
craftsmanship	We explain even the most complex topics in a witty and accessible way through intricate illustrations and elaborate animations.
craftsmanship	We handle each step with great care and attention to detail.
craftsmanship	We used innovative and effiicient methods to keep our manufacturing costs down.
craftsmanship	We went to the store because the fridge was practically empty.
craftsmanship	We were able to optimize our software to run as fast as possible on our laptops using tight-knit software-to-hardware integration.
craftsmanship	When I upgraded to a larger monitor, I could fit more apps on the screen.
craftsmanship	When nuclear fusion stops or starts, a star explodes.
craftsmanship	When the editor is finished working on the manuscript, the company will publish it.
craftsmanship	When the manuscript is edited, the company will publish it.
craftsmanship	When the surface of the Earth is heated unevenly, wind is produced.
craftsmanship	Whether you like it or not, you have to go to bed now.
craftsmanship	While you can’t remove small scratches from your car by waxing, you can help make them less noticeable.
craftsmanship	Wind is produced when the surface of the Earth is heated unevenly.
craftsmanship	With 5G, you can download movies 10 times faster than before.
craftsmanship	With enough dedication, even the most daunting tasks can be acomplished.
craftsmanship	With our new production methods, we able to build our processors with a 5 nanometer architecture.
craftsmanship	With our new, proprietary manufacturing technology, we can build more cars in a far shorter time than before.
craftsmanship	With the Ceramic Shield, the iPhone 12 is tougher than any smartphone glass.
craftsmanship	You must keep practicing the song until you get it right.
craftsmanship	You need strong hands to pull the knob.
craftsmanship	You need to remain calm even if everyone else panics.
craftsmanship	People spent more time inside after the pandemic hit.
craftsmanship	The economy crashed after the pandemic hit.
craftsmanship	The ice cream melted because of the summer heat.
craftsmanship	The long drive made me tired.
craftsmanship	His flashy character is due to his inner insecurity.
craftsmanship	After the turbo kit got installed, the car became faster.
craftsmanship	Consuming a lot of protien causes muscle growth.
craftsmanship	Because he didn't brush his teeth, his breath was disgusting.
craftsmanship	Because his breath was disgusting, no one talked to him the entire night.
craftsmanship	Because no one talked to him, he became very sad.
craftsmanship	His grades dropped after he started playing too many video games.
narrative	A broken clock is still right twice a day.
narrative	A good pen can make all the difference.
narrative	A long time ago, in a galaxy far far away.
narrative	About once every 114 days, flares emerge from the center of galaxy ESO 253-3
narrative	According to Plutarch, the first person to blame is Julius Caesar.
narrative	After graduating high school, she decided to travel for a while.
narrative	And the good news here is that there are more than 200 vaccine candidates in development with about 10 of those in phase 2 or 3 trials as we speak.
narrative	Antarctica — and especially the Antarctic Peninsula, on the northern tip of the continent — is one of the fastest-warming regions on Earth.
narrative	as a little girl i grew up on a farm surrounded by nature foraging raising animals and hanging out in tree stands while my dad hunted but had since lost touch.
narrative	As warming escalates, the millions of penguins living in the northern Antarctic Peninsula may disappear in the next 20 years
narrative	Back in 2003, I became fascinated with sailing.
narrative	Building costumes by hand takes time.
narrative	C2o Coconut Water is sourced from fresh water coconut groves in Thailand.
narrative	Capture every moment.
narrative	Chess has been played since the 6th century, and is one of the most popular games in the world.
narrative	Coins serve little purpose in the American economy.
narrative	David Bowie allways seemed like he would be more at home on Mars than anywhere else. 
narrative	Denver has more craft breweries and microdistilleries per capita than any other city in the country.
narrative	Despite months of searching, I still couldnt find the pens that I like.
narrative	difficult roads often lead to beautiful destinations.
narrative	Drones may find their way more and more into our everyday lives.
narrative	Each day hundreds of new members join in the fun, and thousands of our current members welcome them with open arms
narrative	Each spring brought with it a sense of joy and relief to the village.
narrative	Electric trubines have allways struggled to the match ouput standards set by conventional engines.
narrative	Every morning, before I start on my work for the day, I make myself a cup of coffee. 
narrative	Every new year's eve, I hike up a mountain and watch the sunrise.
narrative	Exploration Technology Lab builds and deploys breakthrough systems and hardware to accelerate exploration and understanding of our natural and cultural heritage.
narrative	fall is the perfect time of year to spice things up.
narrative	fell in love with your vibe.
narrative	flower child you are about to bloom.
narrative	For thousands of years, we humans have been looking up at the birds and wondering what it would be like to fly.
narrative	Games are an integral part of our society.
narrative	Gin is one of those spirits where it's important not to skimp. 
narrative	girls just want to have sun.
narrative	give me the beat boys and free my soul.
narrative	good vibes happen on the tides.
narrative	Gravity is one of the four fources that governs our universe.
narrative	great things do not come with comfort zones.
narrative	Hand made pasta has been a tradition in our family for generations.
narrative	He debated calling the bluff.
narrative	He is writing a detailed narrative of his life on the island.
narrative	He knew that each step brought him closer to the summit.
narrative	He sipped his coffee.
narrative	He stumbled across the plaque, straining to make out the faded words painted there. 
narrative	He was excited, if a bit nervous.
narrative	Headquartered in the UK near Gatwick airport Air Partner has multiple locations across the world.
narrative	His favorite band is ERRA.
narrative	horses make a landscape look beautiful
narrative	How do you strike that equilibrium between honoring a 134-year history and relentlessly driving the enterprise forward?
narrative	How far are we willing to go?
narrative	i ain't got a lotta money but i got a lotta style
narrative	i can already smell the summer.
narrative	i could never in a hundred summers get tired of this.
narrative	i didn't even mention that the earthy scent helps so much to calm me right before bed.
narrative	i dream of a never-ending summer.
narrative	i dream of summers that last forever.
narrative	I earned my associates degree at community college before transfering to a four year school to finish my degree.
narrative	I fell in love with theatre because I lost a bet in high school, and had to audition for the school play.
narrative	i find my happiness where the sun shines.
narrative	I have allways wanted to be a storyteller.
narrative	I have been going to the sand dunes for years. 
narrative	i have never met a pumpkin i didn't like.
narrative	I have the unfortanate tendency to crack my phone screen.
narrative	i hope you never lose your sense of wonder.
narrative	I like to save money.
narrative	i love you more than money.
narrative	i love you more than pumpkin pie.
narrative	I packed up my things and moved away, leeving behind what I had known all my life.
narrative	I started listening to metal while playing guitar.
narrative	I started painting as a hobby five years ago, now its a full time passion.
narrative	I started this journey when I was eleven years old.
narrative	i swear this life is like the sweetest thing I've ever known
narrative	I was born in 1999.
narrative	i wish my eyes could take photos.
narrative	i woke up this morning smiled at the rising sun.
narrative	If you could change the world, would you?
narrative	In the 1920's, America faced a similar epidemic. 
narrative	In this report, the case study is presented through the student's point of view.
narrative	Iron is the heaviest element to be normaly fused in the hearts of stars.
narrative	It didnt take long for the FBI to find his hiding place.
narrative	It has been difficult to establish a base line for this study.
narrative	It is available in purple with white body binding and gold hardware, or in white with black body binding and black hardware.
narrative	It represents, freedom, exploration, mobility, and progress.
narrative	It was inevitable.
narrative	it will keep on being beautiful even if no one bothers to look at it
narrative	Joe Biden's Inauguration was today.
narrative	John told me what would happen when he put that fancy new card in the slot.
narrative	Learning a new skill takes time.
narrative	let us dance in the sun wearing wild flowers in our hair.
narrative	let's find some beautiful place to get lost.
narrative	let's go somewhere the sun kisses the ocean.
narrative	Live Science launched in 2004, with just three team members, as a complement to the space and astronomy news site Space.com.
narrative	love the feel on my skin.
narrative	Making 100% blue agave tequilia for over 50 years.
narrative	Medical science, and consensus, is allways changing.
narrative	meet me where the sky touches the sea.
narrative	mother nature doesn't need a filter.
narrative	mother nature doesn't set out to be beautiful.
narrative	mother nature has the best set of crayons.
narrative	Music helps most people work.
narrative	Nature is more merciless than any hunter I have ever known.
narrative	nature never goes out of style.
narrative	New York city has become the world's economic and cultural epicenter.
narrative	New York's premier cocktail bar since 2007.
narrative	no filter needed for this sunset.
narrative	on earth there is no heaven but there are pieces of it.
narrative	On July 2, 1937, Amelia Earheart dissapeared along one of the last legs of her historic journey.
narrative	On that previous Inauguration Day over 150 years ago, it was another recently impeached president, Andrew Johnson, who elected not to attend.
narrative	On this day, Americans are reminded that we are different.
narrative	Only 150 cars will be produced.
narrative	Our band formed last year and we quickly became the top metal band in the world.
narrative	Our charity donates water to children in Africa.
narrative	Our sun is over 4.6 billion years old, and will live for likley 5 billion more.
narrative	People dont like to be mislead.
narrative	purple with hues of orange is my favorite color for a sunset.
narrative	Reading has allways been one of my favorite passtimes.
narrative	Research points to first time flyer increase with 44% of flights for new bookers.
narrative	Seasame oil is a common component of traditional Japanese cooking.
narrative	She held the heavy bag in her hand.
narrative	She stepped off the bike, her boots splashing in the wet street.
narrative	She took her first steps.
narrative	Since 1985, we have helped build houses in low income neighborhoods.
narrative	Since awarding our first grant in 1890, we have provided more than 14,000 grants for work across all seven continents
narrative	So over a five-year period we need to have a plan to replace 25% of our portfolio.
narrative	Some say that red cars get pulled over the most.
narrative	Some will miss Donald Trump, while others will not.
narrative	Spiced rum became popular throughout the islands.
narrative	Spiders serve an important part of any ecosystem.
narrative	Starting the workout is allways the hardest part.
narrative	Students were not allowed outside their rooms after dark. 
narrative	Surrender was never an option.
narrative	Tabaco used to be considered healthy.
narrative	Take Verb Surgical as an example.
narrative	TED is owned by a nonprofit, nonpartisan foundation.
narrative	That one is my favorite guitar.
narrative	The Advisory Board was acquired by Optum a few years ago.
narrative	The Advisory Board was founded in 1979.
